Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,5,Xi Lai Gaming,NoMan,neon,Paper Rex,Jinggg,raze,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,5,Xi Lai Gaming,NoMan,neon,Paper Rex,f0rsakeN,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,5,Xi Lai Gaming,NoMan,neon,Paper Rex,something,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,16,Xi Lai Gaming,coconut,omen,Paper Rex,Jinggg,raze,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,16,Xi Lai Gaming,coconut,omen,Paper Rex,f0rsakeN,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,17,Xi Lai Gaming,coconut,omen,Paper Rex,d4v41,sage,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,17,Xi Lai Gaming,coconut,omen,Paper Rex,something,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,7,Xi Lai Gaming,Rarga,yoru,Paper Rex,f0rsakeN,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,7,Xi Lai Gaming,Rarga,yoru,Paper Rex,d4v41,sage,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,10,Xi Lai Gaming,Rarga,yoru,Paper Rex,f0rsakeN,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,10,Xi Lai Gaming,Rarga,yoru,Paper Rex,PatMen,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,13,Xi Lai Gaming,Rarga,yoru,Paper Rex,something,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,13,Xi Lai Gaming,Rarga,yoru,Paper Rex,Jinggg,raze,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,1,Xi Lai Gaming,Rarga,yoru,Paper Rex,f0rsakeN,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,1,Xi Lai Gaming,Rarga,yoru,Paper Rex,something,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,1,Xi Lai Gaming,Rarga,yoru,Paper Rex,d4v41,sage,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,8,Xi Lai Gaming,Viva,sova,Paper Rex,f0rsakeN,omen,1v1
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,10,Xi Lai Gaming,happywei,cypher,Paper Rex,PatMen,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,10,Xi Lai Gaming,happywei,cypher,Paper Rex,something,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,7,Xi Lai Gaming,happywei,cypher,Paper Rex,Jinggg,raze,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,7,Xi Lai Gaming,happywei,cypher,Paper Rex,PatMen,viper,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,7,Xi Lai Gaming,happywei,cypher,Paper Rex,something,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,8,Xi Lai Gaming,happywei,cypher,Paper Rex,something,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,8,Xi Lai Gaming,happywei,cypher,Paper Rex,d4v41,sage,3k
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,8,Xi Lai Gaming,happywei,cypher,Paper Rex,PatMen,viper,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,GIANTX,Cloud,fade,Sentinels,Zellsis,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,GIANTX,Cloud,fade,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,10,GIANTX,grubinho,omen,Sentinels,Zellsis,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,10,GIANTX,grubinho,omen,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,12,GIANTX,grubinho,omen,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,12,GIANTX,grubinho,omen,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,13,GIANTX,grubinho,omen,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,13,GIANTX,grubinho,omen,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,2,GIANTX,Flickless,viper,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,2,GIANTX,Flickless,viper,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,4,GIANTX,Flickless,viper,Sentinels,Zellsis,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,4,GIANTX,Flickless,viper,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,GIANTX,ara,yoru,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,GIANTX,ara,yoru,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,14,GIANTX,ara,yoru,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,14,GIANTX,ara,yoru,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,4,GIANTX,ara,yoru,Sentinels,bang,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,4,GIANTX,ara,yoru,Sentinels,N4RRATE,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,4,GIANTX,ara,yoru,Sentinels,johnqt,viper,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,GIANTX,westside,vyse,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,GIANTX,westside,vyse,Sentinels,Zellsis,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,2,GIANTX,westside,vyse,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,2,GIANTX,westside,vyse,Sentinels,Zellsis,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,8,GIANTX,westside,vyse,Sentinels,N4RRATE,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,8,GIANTX,westside,vyse,Sentinels,zekken,neon,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,8,GIANTX,westside,vyse,Sentinels,bang,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,7,Sentinels,Zellsis,vyse,GIANTX,Flickless,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,7,Sentinels,Zellsis,vyse,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,7,Sentinels,johnqt,viper,GIANTX,ara,yoru,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,7,Sentinels,johnqt,viper,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,Sentinels,johnqt,viper,GIANTX,Flickless,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,Sentinels,johnqt,viper,GIANTX,ara,yoru,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,13,Sentinels,johnqt,viper,GIANTX,Flickless,viper,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,13,Sentinels,johnqt,viper,GIANTX,ara,yoru,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,13,Sentinels,johnqt,viper,GIANTX,Cloud,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,Sentinels,bang,omen,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,1,Sentinels,bang,omen,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,3,Sentinels,bang,omen,GIANTX,Flickless,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,3,Sentinels,bang,omen,GIANTX,ara,yoru,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,17,Sentinels,bang,omen,GIANTX,Flickless,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,17,Sentinels,bang,omen,GIANTX,ara,yoru,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,3,Sentinels,zekken,neon,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,3,Sentinels,zekken,neon,GIANTX,Cloud,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,5,Sentinels,zekken,neon,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,5,Sentinels,zekken,neon,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,6,Sentinels,zekken,neon,GIANTX,westside,vyse,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,6,Sentinels,zekken,neon,GIANTX,grubinho,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,6,Sentinels,zekken,neon,GIANTX,ara,yoru,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,16,Sentinels,zekken,neon,GIANTX,grubinho,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,16,Sentinels,zekken,neon,GIANTX,ara,yoru,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,16,Sentinels,zekken,neon,GIANTX,Cloud,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,17,Sentinels,zekken,neon,GIANTX,Cloud,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,17,Sentinels,zekken,neon,GIANTX,grubinho,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,17,Sentinels,zekken,neon,GIANTX,westside,vyse,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,18,Sentinels,zekken,neon,GIANTX,ara,yoru,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,18,Sentinels,zekken,neon,GIANTX,grubinho,omen,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,18,Sentinels,zekken,neon,GIANTX,Flickless,viper,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,18,Sentinels,zekken,neon,GIANTX,westside,vyse,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,9,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,9,Sentinels,N4RRATE,fade,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,11,Sentinels,N4RRATE,fade,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,11,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,14,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,14,Sentinels,N4RRATE,fade,GIANTX,Flickless,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,Sentinels,N4RRATE,fade,GIANTX,westside,vyse,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,19,Sentinels,N4RRATE,fade,GIANTX,Flickless,viper,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,19,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,19,Sentinels,N4RRATE,fade,GIANTX,grubinho,omen,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,19,Sentinels,N4RRATE,fade,GIANTX,westside,vyse,4k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,15,Sentinels,N4RRATE,fade,GIANTX,Cloud,fade,1v1
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,4,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,4,GIANTX,Cloud,sova,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,10,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,10,GIANTX,Cloud,sova,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,11,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,11,GIANTX,Cloud,sova,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,14,GIANTX,Cloud,sova,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,14,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,15,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,15,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Cloud,sova,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,7,GIANTX,Cloud,sova,Sentinels,N4RRATE,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,7,GIANTX,Cloud,sova,Sentinels,Zellsis,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,7,GIANTX,Cloud,sova,Sentinels,zekken,neon,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,3,GIANTX,grubinho,omen,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,3,GIANTX,grubinho,omen,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,4,GIANTX,grubinho,omen,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,4,GIANTX,grubinho,omen,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,GIANTX,Flickless,breach,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,GIANTX,Flickless,breach,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Flickless,breach,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Flickless,breach,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,GIANTX,Flickless,breach,Sentinels,zekken,neon,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,GIANTX,Flickless,breach,Sentinels,Zellsis,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,GIANTX,Flickless,breach,Sentinels,johnqt,cypher,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Flickless,breach,Sentinels,N4RRATE,fade,1v2
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,16,GIANTX,Flickless,breach,Sentinels,bang,omen,1v2
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,GIANTX,ara,neon,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,GIANTX,ara,neon,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,12,GIANTX,ara,neon,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,12,GIANTX,ara,neon,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,1,GIANTX,ara,neon,Sentinels,bang,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,1,GIANTX,ara,neon,Sentinels,Zellsis,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,1,GIANTX,ara,neon,Sentinels,N4RRATE,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,3,GIANTX,westside,cypher,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,3,GIANTX,westside,cypher,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,GIANTX,westside,cypher,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,GIANTX,westside,cypher,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,10,GIANTX,westside,cypher,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,10,GIANTX,westside,cypher,Sentinels,N4RRATE,fade,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,17,GIANTX,westside,cypher,Sentinels,johnqt,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,17,GIANTX,westside,cypher,Sentinels,Zellsis,breach,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,15,GIANTX,westside,cypher,Sentinels,Zellsis,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,15,GIANTX,westside,cypher,Sentinels,N4RRATE,fade,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,15,GIANTX,westside,cypher,Sentinels,johnqt,cypher,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,GIANTX,westside,cypher,Sentinels,johnqt,cypher,1v1
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,2,Sentinels,Zellsis,breach,GIANTX,Cloud,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,2,Sentinels,Zellsis,breach,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,7,Sentinels,johnqt,cypher,GIANTX,ara,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,7,Sentinels,johnqt,cypher,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,6,Sentinels,johnqt,cypher,GIANTX,Flickless,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,6,Sentinels,johnqt,cypher,GIANTX,grubinho,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,6,Sentinels,johnqt,cypher,GIANTX,Cloud,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,Sentinels,johnqt,cypher,GIANTX,ara,neon,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,Sentinels,johnqt,cypher,GIANTX,Flickless,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,8,Sentinels,johnqt,cypher,GIANTX,Cloud,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,14,Sentinels,bang,omen,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,14,Sentinels,bang,omen,GIANTX,ara,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,Sentinels,zekken,neon,GIANTX,ara,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,9,Sentinels,zekken,neon,GIANTX,Cloud,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,1,Sentinels,N4RRATE,fade,GIANTX,westside,cypher,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,1,Sentinels,N4RRATE,fade,GIANTX,Cloud,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,11,Sentinels,N4RRATE,fade,GIANTX,ara,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,11,Sentinels,N4RRATE,fade,GIANTX,grubinho,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,Sentinels,N4RRATE,fade,GIANTX,westside,cypher,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,Sentinels,N4RRATE,fade,GIANTX,Cloud,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,Sentinels,N4RRATE,fade,GIANTX,Flickless,breach,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,13,Sentinels,N4RRATE,fade,GIANTX,Flickless,breach,1v1
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,9,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,9,GIANTX,Cloud,sova,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,17,GIANTX,Cloud,sova,Sentinels,zekken,neon,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,17,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,19,GIANTX,Cloud,sova,Sentinels,N4RRATE,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,19,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,20,GIANTX,Cloud,sova,Sentinels,Zellsis,killjoy,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,20,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,21,GIANTX,Cloud,sova,Sentinels,johnqt,viper,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,21,GIANTX,Cloud,sova,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,15,GIANTX,Cloud,sova,Sentinels,N4RRATE,sova,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,15,GIANTX,Cloud,sova,Sentinels,bang,omen,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,15,GIANTX,Cloud,sova,Sentinels,johnqt,viper,3k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,1,GIANTX,grubinho,omen,Sentinels,N4RRATE,sova,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,1,GIANTX,grubinho,omen,Sentinels,bang,omen,2k
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,9,GIANTX,grubinho,omen,Sentinels,zekken,neon,2k
