Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,14,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,15,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,15,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,16,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,16,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,17,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,17,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,18,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,18,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,19,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,19,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,20,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,20,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,1,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,1,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,2,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,2,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,3,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,3,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,4,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,4,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,5,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,5,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,6,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,6,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,7,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,7,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,8,DRX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,8,G2 Esports,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,9,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,9,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,10,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,10,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,11,G2 Esports,Time Expiry (No Plant),Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,11,DRX,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,12,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,12,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,13,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,13,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,14,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,14,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,15,G2 Esports,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,15,DRX,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,16,G2 Esports,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,16,DRX,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,17,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,17,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,18,G2 Esports,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,18,DRX,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,19,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,19,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,20,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,20,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,21,DRX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,21,G2 Esports,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,22,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,22,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,23,DRX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,23,G2 Esports,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,1,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,1,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,2,DRX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,2,G2 Esports,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,3,G2 Esports,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,3,DRX,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,4,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,4,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,5,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,5,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,6,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,6,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,7,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,7,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,8,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,8,G2 Esports,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,9,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,9,G2 Esports,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,10,DRX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,10,G2 Esports,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,11,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,11,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,12,DRX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,12,G2 Esports,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,13,G2 Esports,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,13,DRX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,14,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,14,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,15,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,15,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,16,DRX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,16,G2 Esports,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,17,G2 Esports,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,17,DRX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,18,G2 Esports,Time Expiry (No Plant),Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,18,DRX,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,19,G2 Esports,Time Expiry (No Plant),Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,19,DRX,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,20,DRX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,20,G2 Esports,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,1,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,1,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,2,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,2,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,3,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,3,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,4,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,4,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,5,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,5,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,6,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,6,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,7,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,7,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,8,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,8,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,9,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,9,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,10,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,10,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,11,GIANTX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,11,Team Heretics,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,12,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,12,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,13,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,13,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,14,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,14,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,15,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,15,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,16,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,16,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,17,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,17,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,1,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,1,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,2,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,2,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,3,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,3,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,4,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,4,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,5,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,5,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,6,GIANTX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,6,Team Heretics,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,7,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,7,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,8,GIANTX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,8,Team Heretics,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,9,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,9,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,10,GIANTX,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,10,Team Heretics,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,11,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,11,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,12,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,12,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,13,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,13,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,14,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,14,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,15,GIANTX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,15,Team Heretics,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,16,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,16,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,1,GIANTX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,1,Team Heretics,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,2,GIANTX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,2,Team Heretics,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,3,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,3,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,4,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,4,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,5,Team Heretics,Detonated,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,5,GIANTX,Failed Defused,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,6,GIANTX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,6,Team Heretics,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,7,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,7,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,8,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,8,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,9,GIANTX,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,9,Team Heretics,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,10,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,10,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,11,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,11,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,12,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,12,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,13,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,13,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,14,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,14,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,15,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,15,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,16,GIANTX,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,16,Team Heretics,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,17,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,17,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,18,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,18,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,19,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,19,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,20,Team Heretics,Elimination,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,20,GIANTX,Eliminated,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,21,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,21,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,22,Team Heretics,Defused,Win
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,22,GIANTX,Detonated Denied,Loss
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Bind,1,Paper Rex,Elimination,Win
