Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,Jamppi,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,MAGNUM,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,PROFEK,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,LewN,0,2,-2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,sociablEE,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,Jamppi,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,MAGNUM,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,PROFEK,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,LewN,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,sociablEE,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,Jamppi,1,2,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,MAGNUM,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,PROFEK,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,LewN,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,sociablEE,0,1,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,ara,BBL Esports,Jamppi,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,ara,BBL Esports,MAGNUM,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,ara,BBL Esports,PROFEK,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,ara,BBL Esports,LewN,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,ara,BBL Esports,sociablEE,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,westside,BBL Esports,Jamppi,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,westside,BBL Esports,MAGNUM,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,westside,BBL Esports,PROFEK,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,westside,BBL Esports,LewN,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,westside,BBL Esports,sociablEE,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,Jamppi,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,MAGNUM,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,PROFEK,1,0,1,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,LewN,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,grubinho,BBL Esports,sociablEE,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,Jamppi,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,MAGNUM,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,PROFEK,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,LewN,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Cloud,BBL Esports,sociablEE,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,Jamppi,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,MAGNUM,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,PROFEK,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,LewN,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Flickless,BBL Esports,sociablEE,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,ANGE1,9,4,5,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,hiro,4,2,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,alexiiik,8,7,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Ruxic,3,5,-2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Shao,4,5,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,ANGE1,2,4,-2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,hiro,6,7,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,alexiiik,9,1,8,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Ruxic,7,4,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Shao,4,7,-3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,ANGE1,4,3,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,hiro,3,4,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,alexiiik,5,4,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Ruxic,8,5,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Shao,9,5,4,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,ANGE1,8,4,4,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,hiro,9,6,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,alexiiik,5,5,0,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Ruxic,7,6,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Shao,3,5,-2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,ANGE1,10,5,5,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,hiro,8,5,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,alexiiik,7,2,5,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Ruxic,7,5,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Shao,7,2,5,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,ANGE1,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,hiro,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,alexiiik,3,3,0,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Ruxic,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,ANGE1,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,hiro,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,alexiiik,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Ruxic,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,ANGE1,0,1,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,hiro,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,alexiiik,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Ruxic,2,1,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,ANGE1,2,1,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,hiro,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,alexiiik,2,1,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Ruxic,1,2,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Shao,0,2,-2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,ANGE1,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,hiro,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,alexiiik,1,2,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Ruxic,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Shao,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,alexiiik,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Ruxic,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,nAts,Natus Vincere,Shao,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,alexiiik,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Ruxic,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,trexx,Natus Vincere,Shao,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,alexiiik,0,1,-1,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Ruxic,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,paTiTek,Natus Vincere,Shao,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,alexiiik,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Ruxic,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,kamo,Natus Vincere,Shao,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,alexiiik,0,1,-1,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Ruxic,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,keiko,Natus Vincere,Shao,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,ANGE1,5,2,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,hiro,3,1,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,alexiiik,5,6,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,Ruxic,1,2,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,Shao,4,2,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,ANGE1,1,0,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,hiro,3,6,-3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,alexiiik,5,1,4,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,Ruxic,3,3,0,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,Shao,2,5,-3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,ANGE1,2,2,0,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,hiro,1,3,-2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,alexiiik,4,3,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,Ruxic,7,2,5,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,Shao,2,3,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,ANGE1,5,2,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,hiro,5,2,3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,alexiiik,1,2,-1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,Ruxic,4,3,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,Shao,2,5,-3,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,ANGE1,4,2,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,hiro,3,3,0,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,alexiiik,3,2,1,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,Ruxic,2,4,-2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,Shao,3,1,2,All Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,ANGE1,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,hiro,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,alexiiik,1,2,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,Ruxic,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,ANGE1,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,hiro,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,alexiiik,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,Ruxic,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,trexx,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,ANGE1,0,1,-1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,hiro,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,alexiiik,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,Ruxic,1,0,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,paTiTek,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,ANGE1,2,1,1,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,hiro,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,alexiiik,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,Ruxic,0,2,-2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,kamo,Natus Vincere,Shao,0,2,-2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,ANGE1,2,0,2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,hiro,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,alexiiik,0,2,-2,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,Ruxic,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,keiko,Natus Vincere,Shao,,,,First Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,ANGE1,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,hiro,,,,Op Kills
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,nAts,Natus Vincere,alexiiik,,,,Op Kills
